chr,start,end,state,GC,CpG,nCGm,LINE,SINE,NLp,ins.std,del.std,sub.std,microsat.std
3,20000001,21000001,5,37.793,2,5727,543,470,682,-2.421101664,-1.782342335,-2.317299927,0.670796323
3,21000001,22000001,5,36.501,0,5362,443,356,639,-1.319958703,-0.071956673,-0.69410408,0.590855586
3,22000001,23000001,5,36.8441,1,4135,497,315,903,-0.334454627,-0.987978231,-1.111431081,0.642707063
3,23000001,24000001,5,39.941,5,6365,454,694,230,-0.931298036,-1.294783517,-0.074224221,1.045905678
3,24000001,25000001,5,38.5002,3,4657,513,464,895,0.500760731,0.07016211,0.580118194,1.220929744
3,25000001,26000001,5,38.7583,2,6871,440,470,851,-0.050360168,1.692062129,0.589240885,-0.167013978
3,26000001,27000001,5,38.0623,2,5102,477,329,808,-0.095314578,-0.580594663,0.347659175,-1.257258545
3,27000001,28000001,5,39.4113,9,5908,443,679,462,1.320123984,0.690734273,1.155856152,0.171319693
3,28000001,29000001,5,37.3671,3,4956,506,389,776,0.307326871,-0.376136078,0.0846423,-0.493210594
3,29000001,30000001,5,36.3916,0,6307,407,387,191,-0.781771275,0.285329995,0.970887204,-1.322361368
3,30000001,31000001,5,38.0985,2,6657,434,358,226,0.74430769,0.183481229,-0.005779595,-1.496246757
3,31000001,32000001,5,40.2523,2,7241,481,519,552,-1.270025205,-0.280939561,-0.260371981,-1.145768086
3,32000001,33000001,5,43.2639,12,7049,553,1100,426,-0.543863603,0.621236591,0.412941626,0.814932265
3,33000001,34000001,5,40.1183,8,7293,692,770,257,0.111410999,-0.352717398,-0.05169517,0.487888418
3,34000001,35000001,5,38.2553,0,5375,565,389,801,0.302454486,0.045145561,0.208049192,-0.378154704
3,35000001,36000001,5,36.0833,1,4039,490,288,850,-0.368004812,-1.196399954,-0.56585886,1.169161431
3,36000001,37000001,5,39.5896,3,5508,534,431,797,0.897460831,0.477184167,0.099801375,0.240849463
3,37000001,38000001,5,42.3363,5,8245,491,696,513,-1.098683954,-1.94787388,-1.03606516,1.648897103
3,38000001,39000001,5,44.6166,12,4995,612,524,663,-0.095809604,0.896742126,1.131730722,-0.465343014
3,39000001,40000001,5,41.5434,9,4884,594,506,753,-0.19526971,-0.862478988,-0.444871706,0.575750882
3,40000001,41000001,5,41.5576,8,4790,577,505,784,-0.157033337,-0.499876153,-0.592564488,1.260441632
3,41000001,42000001,5,40.1495,2,6659,623,533,808,0.393718116,0.371217985,0.373212737,0.198639822
3,42000001,43000001,5,44.6648,18,5692,434,715,471,0.446476494,-0.766670255,0.608060145,-0.359567579
3,43000001,44000001,5,42.4146,7,5590,533,500,420,0.568234016,-0.272922035,0.032862761,0.080543887
3,44000001,45000001,5,42.65,18,5975,477,715,549,-0.25003382,0.066972132,1.369891026,-1.379272565
3,45000001,46000001,5,44.4492,9,7972,503,711,236,0.425310205,-1.362847243,-0.39600515,-0.807515433
3,46000001,47000001,5,45.3831,17,4408,537,544,390,-1.070728645,0.406746827,-0.359285261,-0.517323186
3,47000001,48000001,5,45.1344,15,10863,488,1432,91,0.619857271,0.537409977,-0.126847898,0.507989411
3,48000001,49000001,5,47.8357,21,7744,448,1410,92,-0.804918817,-0.564812473,-0.467349185,-0.00318138
3,49000001,50000001,5,49.6312,34,7482,372,1453,106,-1.40469144,-0.459802958,-0.778184958,-0.937849147
3,50000001,51000001,5,49.0243,29,6221,464,780,307,0.553521495,-0.465082055,-1.229027025,-1.334248385
3,51000001,52000001,5,44.0818,13,6551,553,749,472,-1.893971675,-1.059881946,-0.537799584,-1.690226937
3,52000001,53000001,5,49.406,20,8299,425,891,152,-0.170201565,-1.103905318,0.331017449,-0.152294812
3,53000001,54000001,5,44.9432,13,5905,460,843,612,-0.945107352,-0.456241416,-0.637022872,0.074903753
3,54000001,55000001,5,42.5277,4,6350,367,517,821,0.712857535,-0.377971971,0.774789649,-0.286119241
3,55000001,56000001,5,41.4672,8,5789,439,576,489,0.15420941,-0.406687709,-0.920032548,-1.01247781
3,56000001,57000001,5,40.5487,5,7185,505,791,827,0.653542408,0.161819018,0.189571787,0.34660802
3,57000001,58000001,5,41.8207,11,6687,552,1202,368,-1.097437782,0.279822002,1.408900518,-0.041933605
3,58000001,59000001,5,43.6366,8,6440,500,816,313,-1.914435382,-1.143361295,-0.822858393,-0.774674874
3,59000001,60000001,5,40.049,1,5491,466,474,712,0.52296236,1.293631741,0.712171092,-0.033388276
3,60000001,61000001,5,38.4806,0,7956,464,472,1022,-1.140605733,0.312214997,-0.135039658,-0.998968511
3,61000001,62000001,5,40.2163,3,6596,451,680,470,-1.250706973,-0.051201026,0.553865281,0.493226187
3,62000001,63000001,5,40.1306,9,7423,405,666,877,-1.395503769,-1.74714996,-0.608066035,-0.794770206
3,63000001,64000001,5,39.3048,5,5812,544,628,785,2.000495099,2.579998614,2.226275444,-0.019953789
3,64000001,65000001,5,40.6858,3,5315,451,623,588,-0.430033024,0.223517398,-0.437260019,-1.053682749
3,65000001,66000001,5,40.177,4,6529,433,691,468,-1.021321431,-0.824567728,-0.321532632,0.317990953
3,66000001,67000001,5,30.9173,2,5361,342,556,84,-0.068588008,-0.470300372,0.801469013,-1.759212637
3,67000001,68000001,5,38.7826,2,6337,510,485,575,-0.789664959,0.450392162,-0.577755861,0.759571307
3,68000001,69000001,5,38.3827,1,6264,479,476,924,-0.255105796,0.168160529,-0.810127769,-0.07913287
3,69000001,70000001,5,40.2994,8,5425,459,800,643,-1.31133442,-0.705541855,-0.296319216,0.048278815
3,70000001,71000001,5,37.492,0,5827,426,390,669,-2.950163239,-1.001831947,-0.741364591,0.517731612
3,71000001,72000001,5,41.1924,6,7542,284,665,212,-0.055626697,0.141554613,0.086222797,-0.9444152
3,72000001,73000001,5,44.3706,4,6500,438,820,583,-1.581756785,-2.279753794,-1.989768335,-0.016388815
3,73000001,74000001,5,41.2821,5,6054,452,781,378,0.473218868,0.860757794,0.648034071,0.325599687
3,74000001,75000001,5,37.127,1,4010,436,420,799,-0.809972111,0.238783853,0.906344395,0.120521961
3,75000001,76000001,5,41.0495,9,3359,445,489,529,1.454528124,0.616559197,1.163164279,-0.178487838
3,76000001,77000001,5,35.5515,1,5947,375,365,844,1.55030799,0.585532704,-0.247979127,0.597243754
3,77000001,78000001,5,36.0435,2,5690,291,378,934,-1.689567099,-2.764847287,-1.055146634,-0.28396835
3,78000001,79000001,5,36.2665,0,6678,379,318,652,0.078546121,1.915488372,0.280694741,-0.635814302
3,79000001,80000001,5,35.0723,2,4680,382,354,549,-0.550005586,-0.216555501,0.102526923,-0.508860683
3,80000001,81000001,5,34.6508,1,4279,496,279,780,1.245252026,0.091078375,0.673948935,0.699244089
3,81000001,82000001,5,35.9336,1,5162,412,325,638,-0.823789616,-0.410141542,-0.088620881,0.333191084
3,82000001,83000001,5,35.7546,1,5542,440,250,799,0.563062395,0.333536612,0.751585799,-0.99923689
3,83000001,84000001,5,33.7732,0,4153,493,216,782,0.762405091,0.865882889,1.908149289,0.164098074
3,84000001,85000001,5,34.4883,0,3951,532,223,664,-0.255705106,0.612534063,1.262616967,-0.3251903
3,85000001,86000001,5,34.2633,1,4370,300,392,822,1.227709822,0.888517509,-0.090658862,-0.783227411
3,86000001,87000001,5,35.0834,0,5032,442,285,808,-0.445257325,0.262325603,1.485182078,0.359495538
3,87000001,88000001,5,36.0641,5,4771,379,347,645,0.665061544,1.369470069,0.543568798,0.260046321
3,88000001,89000001,5,36.0492,2,4902,510,344,680,-0.95495933,-0.397945282,-1.052072708,-0.180767844
3,89000001,90000001,5,35.0931,1,5058,410,290,823,2.599516622,1.564235929,1.771332501,1.253866293
3,95000001,96000001,5,36.9822,3,4618,427,375,808,1.407021678,1.111760181,1.316692728,-2.301486821
3,96000001,97000001,5,34.5348,1,5436,488,234,761,0.313661781,-0.325235939,-0.574000424,-0.695937594
3,97000001,98000001,5,34.9783,1,4517,429,218,776,-1.004989207,0.180288099,-0.960615638,0.663420234
3,98000001,99000001,5,35.3895,2,4959,444,305,880,0.956224627,1.004924836,2.477291874,0.419267701
3,99000001,100000001,5,37.6856,6,5274,417,351,616,-0.999719266,-0.511486417,-1.111878635,-0.562720156
3,100000001,101000001,4,37.6574,1,4767,523,334,120,1.008228139,0.926817548,0.179395765,0.365417976
3,101000001,102000001,4,39.0872,8,6132,452,584,122,-0.88050031,-2.040115772,-1.167060425,-0.990362373
3,102000001,103000001,4,38.8295,7,5057,516,597,120,-1.048259663,-0.881253888,-2.04038757,0.89644216
3,103000001,104000001,4,37.5272,1,5064,501,403,559,0.647667424,0.646664259,-0.022501991,-0.431968243
3,104000001,105000001,4,34.8537,0,4100,486,250,818,1.65350646,0.822471975,-0.231336448,0.271063408
3,105000001,106000001,4,34.8464,0,5651,513,228,574,-0.346808586,-0.066062385,-0.929466445,-0.329027104
3,106000001,107000001,4,35.7596,3,7054,432,366,238,-0.107971403,-2.416780561,-2.170784806,0.143286668
3,107000001,108000001,4,36.5435,1,6798,456,349,129,1.157233263,1.173346318,-0.181092789,-0.782275114
3,108000001,109000001,4,37.7054,3,6671,462,445,304,-1.461185812,-1.075658744,-1.408251866,0.709447069
3,109000001,110000001,4,38.7984,4,5995,458,405,472,-0.649388732,-0.23173239,-0.048860389,-0.000313644
3,110000001,111000001,4,38.8616,1,5274,583,682,770,0.688130523,-0.778509617,-0.202655835,0.912878446
3,111000001,112000001,5,35.8835,0,6945,518,318,332,0.103655939,0.247738441,1.185066877,1.769201374
3,112000001,113000001,5,37.75,2,6008,465,314,361,1.607380331,0.78481676,1.992411865,-0.574350802
3,113000001,114000001,5,38.8899,6,5815,423,461,386,-1.805483266,0.237421497,0.213073542,-0.697562223
3,114000001,115000001,5,39.8144,8,5264,554,507,548,0.499812557,0.100525898,1.106243164,2.039450659
3,115000001,116000001,5,38.7457,7,5692,444,558,259,0.449160373,1.188155053,1.479087475,-0.386929533
3,116000001,117000001,5,37.1083,3,5013,494,383,209,-0.323878602,-1.05051708,-0.77778988,0.073648088
3,117000001,118000001,5,37.3277,0,4458,395,393,499,0.479570685,0.256269514,0.79173024,-3.224443746
3,118000001,119000001,5,36.988,0,5050,383,450,309,0.70365885,0.610729964,-0.540224901,-1.569914794
3,119000001,120000001,5,36.9624,1,5105,552,315,659,-2.576605811,-2.095313886,-1.048322674,-1.245222783
3,120000001,121000001,5,40.7102,10,5889,499,556,606,0.505133546,0.431367578,0.78992946,-0.842833179
3,121000001,122000001,5,40.1498,7,5879,486,600,286,-1.104929514,-0.016509388,-0.526956712,-0.326762602
3,122000001,123000001,5,37.8928,3,5729,612,493,630,0.805643015,-0.639586984,-0.549136957,0.152958835
3,123000001,124000001,5,39.9971,12,5160,660,632,640,-0.384158848,-1.039788663,-1.324733105,-0.016492879
3,124000001,125000001,5,45.5406,8,6482,526,715,373,0.702873539,-0.236591471,-0.113139724,1.857733055
3,125000001,126000001,5,42.6106,7,5533,450,613,598,0.302995538,1.593786486,1.038243732,-0.590514013
3,126000001,127000001,5,42.8964,9,7245,512,945,131,0.581586022,1.070805126,1.188042112,-0.249651954
3,127000001,128000001,5,46.5511,21,5112,523,474,436,-0.951918059,0.598814954,-0.998840063,0.028326654
3,128000001,129000001,5,49.3888,16,5258,558,556,354,-0.560549157,0.244300819,-0.036460091,0.633945532
3,131000001,132000001,5,41.2646,8,4241,562,637,650,0.032972667,-0.31739437,1.303224726,0.800705575
3,132000001,133000001,5,38.9715,6,5329,501,442,812,-0.973638513,0.01208248,1.440268955,0.429715077
3,133000001,134000001,5,38.5675,5,5815,471,512,662,0.342688987,0.424607488,-0.432477346,0.059411779
3,134000001,135000001,5,41.0831,6,6005,484,566,746,-0.646992879,-1.628705335,1.174042846,-0.034021189
3,135000001,136000001,5,44.0491,14,5012,581,471,553,0.092464711,0.780734477,0.827386926,0.910560796
3,136000001,137000001,5,42.6811,0,5031,532,352,991,-1.268060806,0.17253191,0.820481561,0.522740924
3,137000001,138000001,5,40.1777,4,7210,650,909,206,-0.569119342,0.417148184,0.675940565,-0.229689342
3,138000001,139000001,5,39.9948,9,4780,654,442,640,-1.230190798,-0.414936947,0.058401709,-0.873300934
3,139000001,140000001,5,41.6914,10,7111,618,720,494,-1.605941601,-0.825149214,-0.179465312,-1.155234563
3,140000001,141000001,5,43.1657,16,4291,581,753,700,-0.137147619,-0.448039718,0.878163445,2.106010366
3,141000001,142000001,5,41.8114,2,5804,503,460,1026,-0.830679884,0.123351135,-0.830774777,0.139940867
3,142000001,143000001,5,42.0651,14,5336,489,578,387,-0.192574712,-0.78507816,0.524093958,-3.046662129
3,143000001,144000001,5,39.2165,7,7513,624,931,375,0.409365387,1.194008173,1.415007477,0.262386734
3,144000001,145000001,5,40.0707,5,5857,485,478,655,-0.730975533,0.112056474,-0.499440881,-1.505620806
3,145000001,146000001,5,36.5032,1,6245,459,343,806,2.609258306,1.927160719,1.247678153,0.481164309
3,146000001,147000001,5,34.9206,0,6096,479,247,788,-1.77390587,-0.595675874,0.26000795,-0.762291691
3,147000001,148000001,5,36.1592,4,5501,465,288,420,-0.076484943,0.642217741,1.605727403,0.861194681
3,148000001,149000001,5,35.9443,10,3570,428,303,587,-1.018459171,-1.149148462,-0.74880688,-0.658579099
3,149000001,150000001,5,35.9312,1,4885,470,319,448,-0.817789366,0.297109431,1.628078606,0.437070065
3,150000001,151000001,5,39.6481,5,6640,462,687,136,-1.494536249,-1.589482562,-1.222201727,-2.198656209
3,151000001,152000001,5,39.1741,12,5830,571,638,161,-0.077381925,0.620406834,0.200937812,0.272388119
3,152000001,153000001,5,38.9555,2,6617,432,441,715,-1.649188953,-1.190301576,-0.647864969,-1.103368648
3,153000001,154000001,5,36.5641,1,6115,402,433,358,-0.108899206,0.598843321,1.829231846,-2.179355289
3,154000001,155000001,5,38.0866,2,5337,496,620,653,-0.808694043,0.728455164,0.512550074,-0.047496248
3,155000001,156000001,5,37.1283,3,5850,556,389,854,-2.043975951,-1.080706197,-2.037627682,1.17429436
3,156000001,157000001,5,38.6986,3,7103,455,522,547,0.34600301,0.427798318,0.988811578,0.497247436
3,157000001,158000001,5,40.0957,6,5980,462,571,598,2.181800957,1.806626779,1.268788168,-2.594846071
3,158000001,159000001,5,38.8388,8,4408,498,453,342,-1.749120741,-1.31549107,-2.320221421,1.180513813
3,159000001,160000001,5,37.5322,8,4357,514,434,684,0.243710527,-0.017935088,0.308466165,0.457670191
3,160000001,161000001,5,39.0895,2,3813,491,421,799,-0.153690004,-0.825992391,0.788711729,-0.827845182
3,161000001,162000001,5,39.8637,7,5883,501,633,388,-1.357738893,0.09288605,0.120256354,1.811565124
3,162000001,163000001,5,37.7989,4,5913,489,430,849,-0.544509104,-0.602791556,-0.813730532,0.1776543
3,163000001,164000001,5,35.4697,0,6678,433,254,471,-2.412894213,-2.30321303,-2.049520793,-0.193154032
3,164000001,165000001,5,34.3244,0,4856,567,209,570,0.303854856,0.117874816,-0.1457701,0.306110835
3,165000001,166000001,5,34.9112,1,4696,451,229,645,-0.700483426,-1.107101739,-0.409484726,0.399247534
3,166000001,167000001,5,34.5993,0,3969,487,330,746,-1.059147761,-0.611026519,0.077965802,-0.079459851
3,167000001,168000001,5,34.5405,0,5163,482,250,734,-0.265544304,0.336225611,0.412765398,3.117412966
3,168000001,169000001,5,36.3628,2,4942,477,312,737,-1.646598097,-2.101262332,-1.783505178,0.163678307
3,169000001,170000001,5,36.5678,2,5375,476,372,902,-1.382270781,1.382047265,-0.446254873,0.167964534
3,170000001,171000001,5,37.2638,7,4832,367,418,756,0.382228892,-0.746755468,-0.699080659,0.09004974
3,171000001,172000001,5,41.0607,9,7185,467,913,293,0.544208336,1.256854056,2.137773272,0.121722355
3,172000001,173000001,5,39.4774,4,6203,499,543,731,0.703015753,0.80454468,1.028304824,0.407879113
3,173000001,174000001,5,39.9935,6,7429,449,714,138,-0.353960505,-0.602568056,-0.795377372,-1.591063392
3,174000001,175000001,5,36.3637,2,6273,517,390,803,-0.228717343,0.645203538,1.720969804,-0.316299405
3,175000001,176000001,5,35.5987,2,6250,430,431,567,-0.336125509,-0.708337389,0.014049627,0.575090712
3,176000001,177000001,5,35.1362,0,5661,390,410,334,0.037513493,-0.420049997,-0.317014092,0.130082135
3,177000001,178000001,5,36.2085,0,5451,505,319,748,-1.533137459,-0.453766047,0.749692067,-1.485468124
3,178000001,179000001,5,40.441,1,6662,419,742,167,0.961310063,-0.828036011,0.659119576,-0.54727295
3,179000001,180000001,5,37.2491,0,6121,476,447,510,1.748485697,-0.168700214,0.342170574,0.203634478
3,180000001,181000001,5,39.7687,9,7069,525,733,473,-1.341366492,0.570722111,-0.630577774,0.672451958
3,181000001,182000001,5,37.4597,3,4867,550,430,774,-0.613329169,0.623858339,-0.936436629,0.453452147
3,182000001,183000001,5,37.8771,7,5265,523,620,787,-2.449606049,-0.393780381,-0.066222036,0.819900874
3,183000001,184000001,5,38.9217,2,5709,551,711,857,1.189179418,1.045050713,0.708654535,1.441374483
3,184000001,185000001,5,41.7624,11,7869,507,942,349,-1.310068489,-0.820466709,-1.080897879,0.818733179
3,185000001,186000001,5,48.3214,33,6527,510,1104,247,-1.144918715,-1.043078293,-0.14894836,-2.411973681
3,186000001,187000001,5,41.0285,6,6240,556,856,561,-0.753635363,-0.340692675,-0.636812233,-0.082206308
3,187000001,188000001,5,43.2381,9,5149,541,915,708,0.918968086,-0.280188733,-0.908088422,-1.710443853
3,188000001,189000001,5,42.3449,11,7089,536,743,680,-0.89449475,-1.155357384,-1.212201058,-0.079314316
3,189000001,190000001,5,40.1528,1,6945,446,764,81,-0.858311028,-0.178345968,1.141771713,0.055814158
3,190000001,191000001,5,38.3298,1,5059,522,596,508,-0.826540167,0.431985838,-1.337468687,1.574771635
3,191000001,192000001,5,37.5982,4,5240,469,547,409,-0.071766401,-0.096276412,-0.09978728,-0.348756163
3,192000001,193000001,5,36.9356,2,5221,558,419,645,0.607682246,0.921325175,1.534840745,1.623393389
3,193000001,194000001,5,37.2279,3,5654,490,473,913,0.727982566,0.871889989,0.311358392,0.314379206
3,194000001,195000001,5,39.8663,3,6598,492,652,832,-0.503033705,-0.081201619,-0.122936978,0.025937918
3,195000001,196000001,5,44.9645,19,6268,488,873,583,0.443918199,1.122732196,1.307038575,-0.908015192
3,196000001,197000001,5,44.585,12,5501,664,750,351,0.535684341,0.927574554,1.246562872,0.175297921
3,197000001,198000001,5,46.6968,25,7425,517,1283,144,0.810291382,0.28149979,1.597174371,-1.23367418
3,198000001,199000001,5,43.9893,18,7345,570,872,77,0.906075099,-0.365666184,0.14286057,-0.837411014
4,4000001,5000001,5,45.9281,20,4728,468,866,467,-1.665433775,-1.614854024,-0.492095064,-1.309562377
4,5000001,6000001,5,44.6027,9,5582,598,641,655,-0.271080511,0.468895967,-0.385949423,0.735526717
4,6000001,7000001,5,49.9461,24,4815,534,918,525,1.896625306,2.347461526,0.802046791,0.127681738
4,7000001,8000001,5,51.4456,15,5524,448,689,251,0.581045111,0.418174863,1.641580179,1.554287719
4,8000001,9000001,5,44.6781,22,3828,341,567,218,0.590848554,0.564592199,0.238257516,2.267239403
4,9000001,10000001,5,45.4356,9,4073,391,537,589,-0.113955291,0.308728089,-0.423959834,0.915225687
4,10000001,11000001,5,40.2713,3,5846,474,628,810,0.980807466,1.471446074,0.809523703,0.562419741
4,11000001,12000001,5,37.684,3,6005,496,482,848,0.468032386,0.500943691,0.604687677,0.761642367
4,12000001,13000001,5,38.5637,0,5047,529,507,954,0.028920419,0.078964962,0.689754412,1.042027158
4,13000001,14000001,5,39.3446,10,5659,484,549,393,0.878741536,0.208192029,-0.183153931,1.087699032
4,14000001,15000001,5,39.0796,2,5430,542,529,523,1.835853771,0.913078762,0.549149125,-2.764124282
4,15000001,16000001,5,40.9859,8,7039,521,629,414,0.232990588,0.563188925,0.525216438,0.660408926
4,16000001,17000001,5,40.3004,0,6734,542,628,173,-0.992527848,-1.155520486,-0.957155275,0.346375655
4,17000001,18000001,5,40.0289,7,4674,592,667,679,-0.199789735,-0.033128379,-0.123528744,-0.011251183
4,18000001,19000001,5,36.8234,0,5065,513,446,876,0.149094826,0.754899474,-0.06310916,-0.633895784
4,19000001,20000001,5,36.4846,1,4184,475,401,232,0.14446822,0.880712317,0.010347142,-0.182520381
4,20000001,21000001,5,37.6644,1,4837,405,554,780,0.722453027,1.153150442,0.276321365,-0.665516126
4,21000001,22000001,5,37.7973,2,4973,463,460,829,0.824414046,0.736158304,0.591877228,0.037469179
4,22000001,23000001,5,37.925,1,6097,523,483,918,-1.099264581,0.860319607,0.341320954,-0.018728719
4,23000001,24000001,5,38.9295,0,6035,458,515,861,0.411269027,0.4940221,1.097392646,0.019399347
4,24000001,25000001,5,42.0323,10,6334,454,694,560,0.058090546,0.499806555,0.868977028,0.68024072
4,25000001,26000001,5,43.6399,10,7294,457,1149,328,-0.380106144,-0.516611191,-0.308111453,-0.463894828
4,26000001,27000001,5,39.4201,3,5609,500,529,437,-0.833941346,0.957783088,0.169449547,-2.030712733
4,27000001,28000001,5,35.5272,0,4546,523,338,818,1.462213899,0.925393933,1.49949068,1.039779726
4,28000001,29000001,5,35.1005,0,5399,440,330,534,1.422660792,2.448459716,2.194686026,-0.08735157
4,29000001,30000001,5,34.5994,0,5616,448,324,707,0.004032495,0.084526193,-0.537002972,0.165832231
4,30000001,31000001,5,35.6688,2,5356,329,413,896,1.334856293,1.530772061,2.288400047,-0.600318092
4,31000001,32000001,5,32.6339,0,4047,390,308,757,-1.111797794,-0.782165945,-0.471465912,0.542688918
4,32000001,33000001,5,32.6184,0,4147,424,287,763,-1.574173419,-2.062731593,-1.165694729,-0.282626698
4,33000001,34000001,5,34.6171,0,5572,437,310,595,-0.040057288,-0.008470029,0.021408819,0.203219242
4,34000001,35000001,5,34.3979,0,4408,479,259,802,-1.125997716,-1.385757021,-0.411666378,-0.47456396
4,35000001,36000001,5,35.3209,1,4018,473,333,849,-1.061918208,0.026258938,0.85910635,-0.446147813
4,36000001,37000001,5,37.0829,1,4862,498,345,832,0.05387675,0.952070036,1.738366966,0.743963881
4,37000001,38000001,5,41.8675,6,6679,436,703,552,0.582100535,0.745848308,0.75830368,1.308877754
4,38000001,39000001,5,40.7229,6,6180,508,756,421,-0.493351963,-0.197552373,-0.685458762,-0.676859919
4,39000001,40000001,5,41.3195,12,8625,451,1573,209,-0.532657684,-0.904718589,-1.099008688,-1.060108736
4,40000001,41000001,5,42.5449,8,8157,434,1194,437,-0.326573845,-1.910598245,-0.213720923,1.223501993
4,41000001,42000001,5,40.6878,17,5846,444,663,900,0.392196717,-0.272765562,0.669353753,-1.792277609
4,42000001,43000001,5,37.9401,2,4820,465,394,881,-0.676703413,1.403119876,1.779179486,-0.073982536
4,43000001,44000001,5,35.6776,0,5942,500,305,732,-1.343061189,-1.32299195,-0.005015217,0.176818254
4,44000001,45000001,5,35.8664,3,4697,494,327,827,-0.098890256,-0.650552904,0.033942591,-0.242173537
4,45000001,46000001,5,35.0646,0,4024,513,288,756,1.134424879,1.311772088,1.554082008,0.135858124
4,46000001,47000001,5,36.3211,3,3957,496,388,609,-0.081062753,0.516648066,2.126555865,-1.654882106
4,47000001,48000001,5,38.5878,8,5481,524,604,521,0.564453,-0.263315097,0.964346242,0.648567229
4,48000001,49000001,5,39.8154,8,4839,535,540,178,0.740072407,1.48975087,0.767729802,-0.341210846
4,53000001,54000001,5,40.3372,7,6037,503,525,300,-1.378366444,0.171099733,0.240599355,-0.894096819
4,54000001,55000001,5,41.3004,7,4844,458,650,200,-0.812943156,-0.537276982,0.091948096,-0.588990058
4,55000001,56000001,5,40.4454,5,6680,506,602,905,-0.249555302,-1.646487651,-0.89873167,-0.439530372
4,56000001,57000001,5,39.2778,10,6776,528,736,718,-0.184635122,1.416012645,1.37569533,0.706630889
4,57000001,58000001,5,42.1356,13,6309,449,979,466,-0.121516669,-0.728101813,-0.925756394,-0.00288044
4,58000001,59000001,5,36.8325,0,5427,477,296,805,0.910101912,-0.019127503,0.360628424,-1.356490443
4,59000001,60000001,5,32.9077,0,5156,443,232,706,0.340289632,-0.312265875,-1.387967989,0.351925708
4,60000001,61000001,5,34.7564,0,4070,489,259,773,0.620642672,-1.055451345,-0.128492241,-0.532348345
4,61000001,62000001,5,35.3862,1,4593,412,352,756,0.996162557,-0.061941472,1.557847463,-0.791673887
4,62000001,63000001,5,35.5449,1,5556,363,401,806,-0.962320115,0.370458345,0.315054322,-0.940271659
4,63000001,64000001,5,34.8277,1,3791,472,238,757,-1.6144199,-1.328058376,-1.676148341,0.242803303
4,64000001,65000001,5,34.2751,0,3807,459,205,694,0.451101955,0.278875511,-0.406604442,2.389490005
4,65000001,66000001,5,34.6339,0,4971,421,256,690,-1.520655597,-0.445711634,-1.429947909,-2.059362525
4,66000001,67000001,5,34.5455,2,4140,472,258,276,0.17613951,0.300158659,-1.351218168,-0.502223588
4,67000001,68000001,5,36.4512,0,4402,446,322,628,-0.880071925,-0.559995014,0.145031683,-0.751350857
4,68000001,69000001,5,37.0288,4,5345,544,508,702,-0.275764268,-1.869279943,-1.648910355,-0.761078511
4,71000001,72000001,5,31.2063,4,3434,381,600,524,-2.313237313,-2.756589429,-2.591644075,-1.178423855
4,72000001,73000001,5,37.9191,2,6182,483,485,359,-0.146896913,-0.42271096,-0.851049424,-0.080041334
4,73000001,74000001,5,36.775,3,5508,507,295,736,0.207573421,0.790391937,0.638974462,0.324347824
4,74000001,75000001,5,37.5652,6,6453,481,475,356,-0.142423173,0.667211686,0.371016443,0.686520834
4,75000001,76000001,5,36.172,9,4171,500,370,273,0.079201234,-0.941691724,-1.467664247,0.758520866
4,76000001,77000001,5,39.4978,5,6818,467,593,623,-1.733730585,-0.71579866,-0.211123938,-0.327560108
4,77000001,78000001,5,40.8916,11,6695,553,765,375,-0.690199004,1.20018396,1.497965717,0.659750933
4,78000001,79000001,5,41.0238,6,4610,350,475,608,1.74998064,1.643044347,2.464940887,1.993093291
4,79000001,80000001,5,39.2009,6,8695,508,556,690,-1.531243824,-1.314443334,-0.892540275,-0.789071017
4,80000001,81000001,5,36.199,1,5257,535,322,866,-2.244868853,-1.134477593,-1.418829069,1.787418163
4,81000001,82000001,5,36.3559,12,3489,448,316,349,0.691769442,-0.065456977,0.502306747,0.540472987
4,82000001,83000001,5,38.1573,3,4668,462,430,690,0.414524482,0.629629012,-0.122330076,1.909473499
4,83000001,84000001,5,40.97,6,4975,470,715,717,-0.731350597,0.446714185,-0.293095322,1.827792801
4,84000001,85000001,5,40.2071,10,5708,500,918,481,-0.023456996,0.686210935,1.414919448,-1.546570077
4,85000001,86000001,5,38.1163,7,7108,463,491,798,-0.416052077,-0.83597342,-0.421160135,0.112705594
4,86000001,87000001,5,37.2126,1,4846,490,405,684,-1.087930494,-0.4285253,-0.256431928,1.001903832
4,87000001,88000001,5,37.1453,1,6111,484,456,309,-2.07163627,-1.111545704,-1.366481055,-1.114791948
4,88000001,89000001,5,39.8143,5,5998,453,736,480,-0.959392962,-0.203815111,-0.752938267,-1.210801197
4,89000001,90000001,5,39.9298,7,6679,485,717,424,-0.652124575,-1.042114173,-0.283777402,0.19618283
4,90000001,91000001,5,37.6968,3,4926,465,434,622,-0.502021925,0.006593129,-0.403527443,0.781196518
4,91000001,92000001,5,35.4586,2,4585,373,384,884,1.166225851,0.687857964,0.845230595,0.643790762
4,92000001,93000001,5,35.1192,0,5693,472,273,763,1.312368624,0.373053884,0.447075928,-1.685180165
4,93000001,94000001,5,34.9578,2,5072,452,286,783,-0.161056522,1.444816164,1.507114481,0.512118077
4,94000001,95000001,5,35.3829,2,6034,476,333,935,0.516279346,-0.215867844,-1.231399101,1.490053129
4,95000001,96000001,5,37.4669,3,5715,482,579,389,-0.113383046,0.019567697,1.463240379,0.243072738
